Associated with;Cycl. Number;Cycl. Density;Halstead Bugs;Halstead Difficulty;Halstead Effort;Halstead Length;Halstead Time;Halstead Vocabulary;Halstead Volume;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;LOC Physical;LOC Logical;Associated with;Overall file decorastors 2
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\puzzle-builder\pages\zoom-management\zoom-management.component.spec.ts;5,0;25,0;0,086;6,222;1608,595;55,0;89,366;26,0;258,524;18,0;28,0;"TestBed,beforeEach,detectChanges,ZoomManagementComponent,""ZoomManagementComponent"",toBeTruthy,it,""should create"",declarations,fixture,expect,component,configureTestingModule,ComponentFixture,componentInstance,describe,createComponent,compileComponents";8,0;27,0;(),{},[],function=>,let,:,=,.;21,0;20,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\zoom-management\zoom-management.component.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\puzzle-builder\pages\zoom-management\zoom-management.component.ts;36,0;9,945;2,896;51,607;448306,635;1239,0;24905,924;129,0;8686,911;112,0;680,0;"centerY,""['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2']"",""puzzleAlgorithmType"",setCenterX,centerX,setZoom,setCenterY,componentFactoryService,applyZoomIn,AfterViewInit,zoomManagementComp,applyZoomReset,""changePuzzleOrdering"",children,""base"",centerXEmitter,centerYEmitter,addZoomCoordinates,item,""zoomValue"",""showPositionOnBoard"",getZoomManagerService,""OR"",""multiplePuzzleSelect"",0,1,""zoom-content"",125,""zoom"",nativeElement,25,getComponentElement,zoomCoordinatesRef,log,document,ZoomManagementInterface,undefined,""zoom-management-part"",result,zoomHTML,""preview"",ZoomManagerService,createComponent,applyZoomOut,classList,""Zoom coordinates instantiation failed. Zoom HTML is null."",resetZoom,componentRef,domLocation,zoomToPoint,SetZoomPositionComponent,toggleZoom,""toFront"",""returnItem"",zoomEmitter,x,self,addZoomValue,y,getElementsByClassName,initForComponent,instance,zoomManagerService,setCenterXAndY,""toBack"",""imageGallery"",insertBefore,""AND"",instantiateZoomCoordinatesComponentAndEvents,newA,puzzleBoard,""imageLoader"",positionAfterHeading,checked,from,add,zoomValue,setZoomValue,ZoomManagementComponent,getPuzzleBoard,constructor,SetZoomComponent,""rotate"",""puzzleNavigation"",""moveableOnPuzzleBoard"",""reset"",null,""mainPage"",instantiateZoomValueComponentAndEvents,""puzzleDrawer"",""randomAngleRotation"",""mainNavigation"",puzzleManagerService,$event,Element,setZoomFromDefaultToPoint,remove,zoomValueRef,""zoomCoordinates"",ngAfterViewInit,zoomToPointWithZoom,zoomContents,""boarderPicture"",console,subscribe,forEach,""hide-zoom-content"",""true"",Array,zoomContentDiv,location,base";17,0;559,0;(),!==,{},const,- (prefix),var,this,.,+ (prefix),else,function,function=>,:,class,if,=,return;122,0;362,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\zoom-management\zoom-management.component.ts;11
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\puzzle-builder\puzzle-builder-routing.module.ts;3,0;7,317;0,231;8,289;5755,577;125,0;319,754;47,0;694,324;38,0;70,0;"['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2'],""puzzleAlgorithmType"",componentPathInModule,""toBack"",PuzzleBuilderRoutingModule,""imageGallery"",""AND"",routes,""component"",""changePuzzleOrdering"",""zoomCoordinates"",""imageLoader"",""preview"",""base"",model,map,""boarderPicture"",Route,RoutingModelDataAll,""zoomValue"",""path"",componentRef,""showPositionOnBoard"",""OR"",""rotate"",""puzzleNavigation"",""true"",""multiplePuzzleSelect"",""moveableOnPuzzleBoard"",""reset"",""mainPage"",""toFront"",""returnItem"",""puzzleDrawer"",""randomAngleRotation"",""zoom"",""mainNavigation"",base";9,0;55,0;(),{},const,function=>,:,=,if,class,.;30,0;41,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\puzzle-builder-routing.module.ts;1
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\puzzle-builder\puzzle-builder.module.ts;18,0;3,093;3,411;94,787;969916,0;1762,0;53884,222;56,0;10232,559;47,0;990,0;"['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2'],""puzzleAlgorithmType"",""toBack"",declGalleryComponent,""imageGallery"",ZoomManagementBottomSheetComponent,""AND"",""changePuzzleOrdering"",declSetZoomComponent,""zoomCoordinates"",""imageLoader"",""preview"",PuzzleBuilderModule,""base"",""boarderPicture"",GalleryBottomSheetComponent,ZoomManagementComponent,declZoomBlockComponent,""zoomValue"",declZoomMenuComponent,declZoomManagementBottomSheetComponent,""showPositionOnBoard"",PuzzleBoardComponent,""false"",SetZoomComponent,""OR"",""rotate"",""puzzleNavigation"",""true"",""multiplePuzzleSelect"",declGalleryBottomSheetComponent,declSetZoomPositionComponent,SetZoomPositionComponent,""moveableOnPuzzleBoard"",""reset"",ZoomMenuComponent,""mainPage"",""toFront"",""returnItem"",""puzzleDrawer"",""randomAngleRotation"",""zoom"",declZoomManagementComponent,GalleryComponent,""mainNavigation"",base,ZoomBlockComponent";9,0;772,0;{},const,else,:,let,if,=,class,.;96,0;582,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\puzzle-builder.module.ts;17
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\a.ts;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;1,0;0,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\dynamicInstantiation\component-factory.service.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\dynamicInstantiation\component-factory.service.spec.ts;4,0;33,333;0,044;4,0;533,75;32,0;29,653;18,0;133,438;12,0;16,0;"TestBed,""should be created"",beforeEach,expect,""ComponentFactoryService"",configureTestingModule,ComponentFactoryService,service,toBeTruthy,describe,it,inject";6,0;16,0;(),{},function=>,let,=,.;13,0;12,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\dynamicInstantiation\component-factory.service.ts;1
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\dynamicInstantiation\component-factory.service.ts;7,0;13,725;0,394;15,409;18228,209;193,0;1012,678;70,0;1182,952;55,0;113,0;"['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2'],""puzzleAlgorithmType"",""toBack"",body,""imageGallery"",""AND"",""changePuzzleOrdering"",ComponentPortal,defaultInjector,positioningFunction,""imageLoader"",""base"",element,HTMLElement,""zoomValue"",constructor,""showPositionOnBoard"",""OR"",""rotate"",""puzzleNavigation"",""multiplePuzzleSelect"",""moveableOnPuzzleBoard"",""reset"",""mainPage"",""puzzleDrawer"",""randomAngleRotation"",""zoom"",""mainNavigation"",nativeElement,logicalLocation,document,undefined,T,""zoomCoordinates"",""preview"",appRef,createComponent,attach,injector,""boarderPicture"",componentType,componentPortal,ComponentFactoryService,componentRef,domLocation,ViewContainerRef,cfr,""true"",bodyPortalHost,DomPortalHost,""toFront"",""returnItem"",location,ComponentRef,base";15,0;80,0;||,new,(),{},this,.,instanceof,else,function=>,:,let,if,class,=,return;60,0;51,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\game-configuration.service.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\game-configuration.service.spec.ts;4,0;33,333;0,044;4,0;533,75;32,0;29,653;18,0;133,438;12,0;16,0;"TestBed,""should be created"",beforeEach,expect,""GameConfigurationService"",configureTestingModule,service,GameConfigurationService,toBeTruthy,describe,it,inject";6,0;16,0;(),{},function=>,let,=,.;13,0;12,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\game-configuration.service.ts;10
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\game-configuration.service.ts;12,0;6,486;1,177;43,51;153627,5;593,0;8534,861;62,0;3530,838;49,0;328,0;"['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2'],""puzzleAlgorithmType"",puzzleQuatro2,""toBack"",""imageGallery"",""AND"",""changePuzzleOrdering"",""imageLoader"",""base"",""zoomValue"",constructor,""showPositionOnBoard"",""OR"",""rotate"",""puzzleNavigation"",push,""multiplePuzzleSelect"",""moveableOnPuzzleBoard"",""reset"",puzzleQuatro,null,""jigsaw"",""mainPage"",""instance"",""puzzleDrawer"",drawBordersService,""['JIGSAW', 'JIGSAW2']"",""randomAngleRotation"",getAlgorithms,""zoom"",""mainNavigation"",algorithms,applyToMe,""zoomCoordinates"",""name"",""preview"",""boarderPicture"",availableAlgorithms,shufflePuzzlesService,store,AlgorithmMap,setAlgorithms,""true"",""jigsaw2"",""toFront"",""returnItem"",GameConfigurationService,PuzzleGeneratorQuadroService,base";13,0;265,0;new,(),{},[],this,.,:,let,!=,if,class,=,return;40,0;185,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\oldServices\old-puzzle.service.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\oldServices\old-puzzle.service.spec.ts;4,0;33,333;0,044;4,0;533,75;32,0;29,653;18,0;133,438;12,0;16,0;"TestBed,""should be created"",beforeEach,expect,configureTestingModule,service,toBeTruthy,OldPuzzleService,describe,it,""OldPuzzleService"",inject";6,0;16,0;(),{},function=>,let,=,.;13,0;12,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\oldServices\old-puzzle.service.ts;1
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\oldServices\old-puzzle.service.ts;14,0;16,667;0,835;22,234;55684,419;383,0;3093,579;93,0;2504,498;77,0;214,0;"['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2'],""puzzleAlgorithmType"",imageData,""toBack"",Image,renderAll,""imageGallery"",points,""AND"",scaleX,scaleY,""changePuzzleOrdering"",""imageLoader"",fabricCanvas,""base"",context,756,connections,""2d"",height,add,canvas,""zoomValue"",drawBordersAndInsertToBoard,constructor,""showPositionOnBoard"",fill,""OR"",""rotate"",""puzzleNavigation"",""multiplePuzzleSelect"",560,0,2,200,""moveableOnPuzzleBoard"",""reset"",400,innerCircles,null,""mainPage"",fabric,""puzzleDrawer"",drawBordersService,""randomAngleRotation"",processImage,""zoom"",20,""mainNavigation"",img,log,""/assets/test1.jpg"",undefined,""zoomCoordinates"",""preview"",OldPuzzleService,""boarderPicture"",getImageData,console,Connection,""true"",hole,""Error: undefined canvas"",100,polygon,processImageHTMLCanvas,500,""toFront"",""returnItem"",fromURL,width,x,y,900,createNativeFabricImage,getContext,base";16,0;169,0;&&,(),!==,{},[],const,this,*,,,.,else,function=>,:,if,class,=;70,0;84,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleControllers\bring-to-back.service.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleControllers\bring-to-back.service.spec.ts;4,0;33,333;0,044;4,0;533,75;32,0;29,653;18,0;133,438;12,0;16,0;"TestBed,""should be created"",""BringToBackService"",beforeEach,expect,configureTestingModule,service,toBeTruthy,BringToBackService,describe,it,inject";6,0;16,0;(),{},function=>,let,=,.;13,0;12,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleControllers\bring-to-back.service.ts;1
