Associated with;Cycl. Number;Cycl. Density;Halstead Bugs;Halstead Difficulty;Halstead Effort;Halstead Length;Halstead Time;Halstead Vocabulary;Halstead Volume;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;LOC Physical;LOC Logical;Associated with;Overall file decorastors 2
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleEvents\manipulation-handler.service.spec.ts;4,0;33,333;0,044;4,0;533,75;32,0;29,653;18,0;133,438;12,0;16,0;"TestBed,""should be created"",beforeEach,expect,""ManipulationHandlerService"",ManipulationHandlerService,configureTestingModule,service,toBeTruthy,describe,it,inject";6,0;16,0;(),{},function=>,let,=,.;13,0;12,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleEvents\manipulation-handler.service.ts;1
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleEvents\manipulation-handler.service.ts;24,0;29,268;0,79;25,397;60161,976;364,0;3342,332;91,0;2368,837;73,0;206,0;"dragPointer,""_objects"",""['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2']"",ManipulationHandlerService,""puzzleAlgorithmType"",zoomManagerService,""mouse:down"",""toBack"",getSizeAccordingAspectRatio,source,""Error: cursor point is undefined! Cant set position for zooming!"",""imageGallery"",""AND"",""changePuzzleOrdering"",puzzleBoard,""imageLoader"",""base"",""mouse:up"",playBoardWidth,add,pointer,""zoomValue"",Canvas,previousCanvasWidth,""showPositionOnBoard"",getZoomManagerService,""OR"",""rotate"",""puzzleNavigation"",registerCanvasOnManipulationEvents,""multiplePuzzleSelect"",""moveableOnPuzzleBoard"",""reset"",null,""mainPage"",fabric,""puzzleDrawer"",""randomAngleRotation"",""zoom"",setActiveObject,""mainNavigation"",puzzleManagerService,saveForResize,cursorPoint,log,getActiveObject,remove,undefined,""zoomCoordinates"",""preview"",event,""boarderPicture"",ExtendedPuzzle,processDraggingOnMouseUp,on,console,processDraggingOnMouseDown,playBoardHeight,previousCanvasHeight,forEach,setZoomPosition,activeObjects,interBoardSize,""true"",target,setPositionForZooming,""toFront"",""returnItem"",puzzle,_objects,x,y,base";18,0;158,0;&&,||,(),!==,{},const,in,this,.,else,function=>,! (prefix),:,if,class,=,===,return;71,0;82,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleEvents\resize-handler.service.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleEvents\resize-handler.service.spec.ts;4,0;33,333;0,044;4,0;533,75;32,0;29,653;18,0;133,438;12,0;16,0;"TestBed,""should be created"",beforeEach,expect,configureTestingModule,service,toBeTruthy,""ResizeHandlerService"",ResizeHandlerService,describe,it,inject";6,0;16,0;(),{},function=>,let,=,.;13,0;12,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleEvents\resize-handler.service.ts;1
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleEvents\resize-handler.service.ts;20,0;21,505;0,98;21,339;62724,582;431,0;3484,699;113,0;2939,497;96,0;241,0;"['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2'],""puzzleAlgorithmType"",selectable,""toBack"",getSizeAccordingAspectRatio,getPlayableHeight,""imageGallery"",fitCanvasToMaxSize,""AND"",scaleX,scaleY,scaleRatioWidth,""changePuzzleOrdering"",puzzleBoard,""imageLoader"",""base"",HTMLDivElement,playBoardWidth,setPuzzleAreaOnBoardService,height,imageSizeManagerService,margin,requestRenderAll,""zoomValue"",drawBoard,previousCanvasWidth,constructor,boardObject,""showPositionOnBoard"",setCoords,""OR"",""rotate"",setHeight,""puzzleNavigation"",""multiplePuzzleSelect"",""Error: top and left are undefined!"",applySizeForPuzzle,""moveableOnPuzzleBoard"",""reset"",null,left,""mainPage"",""puzzleDrawer"",ResizeHandlerService,""randomAngleRotation"",getPlayableWidth,""zoom"",""mainNavigation"",getObjects,""resize"",getElementById,cleanBoardObjectsOnly,""Error: scaleX or scaleX of puzzle are undefined!"",scaleRatioHeight,log,baseImageAspectRatio,document,getTopLeftPoint,getWidth,undefined,getHeight,calcCoords,""Error: canvas wrapper element not found - cant initialize canvas!"",top,""zoomCoordinates"",""preview"",applyResizeOnPuzzles,""boarderPicture"",ExtendedPuzzle,""puzzleBoardWrapper"",console,""Error: error during resizing puzzle, previous board size is undefined!"",playBoardHeight,set,registerResizeHandler,previousCanvasHeight,forEach,puzzleBoardWrapperDiv,offsetWidth,interBoardSize,setWidth,""true"",filter,boardPuzzle,puzzleBoardWrapperId,setPreviousObjectAttributes,""toFront"",""returnItem"",puzzle,offsetHeight,x,width,y,window,base,addEventListener";17,0;190,0;&&,(),!==,{},const,this,*,+,-,.,/,else,function=>,:,if,class,=;76,0;93,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleEvents\zoom-manager.service.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleEvents\zoom-manager.service.spec.ts;4,0;33,333;0,044;4,0;533,75;32,0;29,653;18,0;133,438;12,0;16,0;"TestBed,""should be created"",beforeEach,expect,configureTestingModule,service,toBeTruthy,ZoomManagerService,describe,it,inject,""ZoomMangerService""";6,0;16,0;(),{},function=>,let,=,.;13,0;12,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleEvents\zoom-manager.service.ts;1
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleEvents\zoom-manager.service.ts;17,0;18,478;0,798;22,667;54245,815;361,0;3013,656;99,0;2393,198;81,0;204,0;"initForComponent,saveDefaultZoom,""['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2']"",""puzzleAlgorithmType"",maxZoom,setZoom,delta,setCenterXAndY,""toBack"",zoomComponent,""imageGallery"",""AND"",offsetX,""changePuzzleOrdering"",puzzleBoard,offsetY,0.05,""imageLoader"",""base"",setViewportTransform,WheelEvent,zoomPositionY,zoomPositionX,""zoomValue"",constructor,restrictZoom,""showPositionOnBoard"",minZoom,""OR"",""rotate"",""puzzleNavigation"",push,""multiplePuzzleSelect"",0,1,opt,2,""moveableOnPuzzleBoard"",""reset"",""mainPage"",""puzzleDrawer"",""randomAngleRotation"",""zoom"",20,""mainNavigation"",getZoom,parseFloat,""mouse:wheel"",defaultZoom,25,deltaY,ZoomManagementInterface,""zoomCoordinates"",""preview"",ZoomManagerService,zoomToPointWithZoom,""boarderPicture"",preventDefault,on,resetZoom,0.999,e,forEach,registerZoomOnMouseWheel,setZoomPosition,zoom,stopPropagation,newZoom,""true"",zoomManagementComponent,zoomToPoint,toFixed,component,""toFront"",""returnItem"",0.4,x,y,getZoomPositionX,base,getZoomPositionY";18,0;157,0;**,(),{},[],const,this,,,.,*=,function=>,:,let,<,if,class,=,return,>;61,0;92,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\draw-adjacent-points.service.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleGenerator\draw-adjacent-points.service.spec.ts;4,0;33,333;0,044;4,0;533,75;32,0;29,653;18,0;133,438;12,0;16,0;"TestBed,""should be created"",""DrawAdjacentPointsService"",beforeEach,expect,configureTestingModule,service,toBeTruthy,DrawAdjacentPointsService,describe,it,inject";6,0;16,0;(),{},function=>,let,=,.;13,0;12,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\draw-adjacent-points.service.ts;1
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleGenerator\draw-adjacent-points.service.ts;32,0;19,162;2,54;77,478;590323,673;1111,0;32795,76;116,0;7619,217;92,0;594,0;"middleY,""['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2']"",""puzzleAlgorithmType"",data,imageData,saved,middleX,""toBack"",Math,""imageGallery"",points,positionX,""AND"",red,positionY,""changePuzzleOrdering"",sqrt,""imageLoader"",ImageData,""base"",context,50,radius,connections,image,""zoomValue"",ctx,constructor,""showPositionOnBoard"",index,ceil,fill,""OR"",""rotate"",""puzzleNavigation"",push,""multiplePuzzleSelect"",0,1,2,""moveableOnPuzzleBoard"",3,""reset"",4,innerCircles,""mainPage"",""puzzleDrawer"",""randomAngleRotation"",pixelWidth,""zoom"",20,""mainNavigation"",next,adjustedY,adjustedX,distance,createImageData,redrawInnerCircles,adjustedSavedImageX,adjustedSavedImageY,putImageData,bufferedWidth,255,createConnections,pasteInnerCircle,""zoomCoordinates"",""preview"",alpha,smallY,smallX,""boarderPicture"",green,drawCircle,length,Connection,i,drawInnerCircle,""true"",hole,abs,blue,rowLength,polygon,""toFront"",""returnItem"",DrawAdjacentPointsService,x,saveInnerCircle,y,savedImageData,indexSavedImage,base";24,0;517,0;(),{},[],const,- (prefix),for,this,*,+,-,.,/,continue,else,:,let,++ (postfix),<,if,class,=,===,>,return;162,0;167,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\image-size-manager.service.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleGenerator\image-size-manager.service.spec.ts;4,0;33,333;0,044;4,0;533,75;32,0;29,653;18,0;133,438;12,0;16,0;"TestBed,""should be created"",beforeEach,expect,configureTestingModule,service,toBeTruthy,ImageSizeManagerService,""ImageSizeManagerService"",describe,it,inject";6,0;16,0;(),{},function=>,let,=,.;13,0;12,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\image-size-manager.service.ts;1
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleGenerator\image-size-manager.service.ts;9,0;12,329;0,461;20,274;28013,234;239,0;1556,291;55,0;1381,745;42,0;131,0;"['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2'],""puzzleAlgorithmType"",obtainedNewHeight,getLargestSide,""toBack"",aspectRatio,getSizeAccordingAspectRatio,""imageGallery"",""AND"",""changePuzzleOrdering"",""zoomCoordinates"",""imageLoader"",""preview"",ImageSizeManagerService,""base"",obtainedNewWidth,""boarderPicture"",height,""zoomValue"",constructor,""showPositionOnBoard"",Point,obtainedWidth,""OR"",""rotate"",""puzzleNavigation"",""true"",""multiplePuzzleSelect"",obtainedHeight,""moveableOnPuzzleBoard"",""reset"",""mainPage"",""toFront"",""returnItem"",""puzzleDrawer"",width,x,y,""randomAngleRotation"",""zoom"",""mainNavigation"",base";13,0;108,0;{},const,*,.,/,else,:,<,if,class,=,>,return;43,0;73,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\manage-puzzle.service.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleGenerator\manage-puzzle.service.spec.ts;4,0;33,333;0,044;4,0;533,75;32,0;29,653;18,0;133,438;12,0;16,0;"TestBed,""should be created"",ManageGraphicsService,beforeEach,expect,configureTestingModule,service,toBeTruthy,""ManageGraphicsService"",describe,it,inject";6,0;16,0;(),{},function=>,let,=,.;13,0;12,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\manage-puzzle.service.ts;1
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleGenerator\manage-puzzle.service.ts;34,0;22,667;1,887;39,556;223891,225;774,0;12438,401;159,0;5660,171;135,0;445,0;"['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2'],""puzzleAlgorithmType"",animatePuzzleLocationOnBoard,addToStore,selectable,""angle"",removeAllFromStore,Image,""changePuzzleOrdering"",""base"",id,registerControllers,height,""zoomValue"",previousCanvasWidth,removeFromBoard,""showPositionOnBoard"",""Error: one of previous iteration values for animation is undefined!"",puzzleId,""OR"",""multiplePuzzleSelect"",0,removeFromStore,1,2,3,left,5,fabric,circle,""zoom"",setActiveObject,addPuzzle,""left"",Group,25,26,log,""Error: circle not have radius, cant create animation!"",getTopLeftPoint,createCircle,rotateAngle,undefined,boardCanvasHeight,top,""preview"",positionLeftOnImage,previousIterationTop,puzzleData,set,previousCanvasHeight,scaleToHeight,store,boardPuzzle,setTimeout,puzzleAreaOnBoardService,""toFront"",""returnItem"",width,x,y,positionTopOnImage,setForResize,putCreatedImageWithoutRotation,enablePuzzleRotation,bringToFront,dispatch,previousIterationRadius,toDataURL,""toBack"",renderAll,""imageGallery"",""AND"",""imageLoader"",SetPuzzleAreaOnBoardService,""top"",radius,boardCanvasWidth,imageCanvasWidth,setPuzzleAreaOnBoardService,group,add,image,Circle,removeScalingOptions,constructor,puzzleControllerManagerService,animateFlow,setCoords,fill,""rotate"",""puzzleNavigation"",putCreatedImage,ManageGraphicsService,""moveableOnPuzzleBoard"",""reset"",""mainPage"",""puzzleDrawer"",true,discardActiveObject,boardCanvas,""randomAngleRotation"",""mainNavigation"",strokeWidth,returnPuzzles,img,maxRadius,color,""red"",disableControlsService,""radius"",returnPuzzle,puzzleImageSrc,remove,topLeftPoint,addPuzzleToBoard,calcCoords,""zoomCoordinates"",repeat,scaleToWidth,""boarderPicture"",ExtendedPuzzle,previousIterationLeft,75,console,puzzleOnBoard,""transparent"",false,stroke,imageCanvasHeight,""true"",100,puzzle,fromURL,base";24,0;329,0;&&,||,(),new,!==,{},[],const,this,*,+,-,.,/,else,function=>,:,<,if,class,=,===,>,return;143,0;150,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzle-manager.service.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleGenerator\puzzle-manager.service.spec.ts;4,0;33,333;0,044;4,0;533,75;32,0;29,653;18,0;133,438;12,0;16,0;"TestBed,""should be created"",beforeEach,expect,configureTestingModule,service,toBeTruthy,""PuzzleManagerService"",PuzzleManagerService,describe,it,inject";6,0;16,0;(),{},function=>,let,=,.;13,0;12,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzle-manager.service.ts;5
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleGenerator\puzzle-manager.service.ts;27,0;17,647;1,858;27,548;153584,994;782,0;8532,5;140,0;5575,099;124,0;427,0;"puzzleAlgorithmType,""puzzleBoard"",setZoom,removeAllFromStore,getSizeAccordingAspectRatio,Image,""changePuzzleOrdering"",""base"",context,HTMLDivElement,height,imageSizeManagerService,canvas,removeScalingOptionsForGroups,""zoomValue"",drawBoard,""showPositionOnBoard"",getZoomManagerService,""OR"",""multiplePuzzleSelect"",0,1,selection,fabric,800,""zoom"",templatePreviewImage,20,getElementById,log,baseImageAspectRatio,document,""supportCanvas"",undefined,getManageGraphicsService,""Error: canvas wrapper element not found - cant initialize canvas!"",""preview"",ZoomManagerService,createCanvas,""['ANTI-JIGSAW']"",puzzleBoardWrapperDiv,offsetWidth,preserveObjectStacking,nativeCanvasId,randomAngle,""toFront"",""returnItem"",PuzzleGeneratorQuadroService,puzzleGeneratorQuadroService,offsetHeight,width,x,y,initialize,startGame,getTemplatePreviewImage,puzzleImagePath,zoomManagerService,baseImage,""toBack"",newA2,getPlayableHeight,""imageGallery"",newA3,""AND"",puzzleBoard,""imageLoader"",divideToPuzzle,sanitizer,radius,""2d"",setPuzzleAreaOnBoardService,getPuzzleBoard,Canvas,fabricCanvasId,constructor,cleanBoardAll,""assets/test1.jpg"",""rotate"",""puzzleNavigation"",registerCanvasOnManipulationEvents,560,ManageGraphicsService,""moveableOnPuzzleBoard"",""reset"",null,""Error: board canvas not exists or its size is not included!"",""mainPage"",""puzzleDrawer"",true,""randomAngleRotation"",""['JIGSAW', 'JIGSAW2']"",getPlayableWidth,""mainNavigation"",startGameInitializationFunction,disableControlsService,usedService,createHTMLCanvasImage,addPuzzleToBoard,""Error: board width and height are undefined. Cant insert puzzle!"",""zoomCoordinates"",manipulationHandlerService,bypassSecurityTrustResourceUrl,""boarderPicture"",resizeHandlerService,""puzzleBoardWrapper"",console,SafeResourceUrl,registerResizeHandler,src,registerZoomOnMouseWheel,PuzzleManagerService,Point,clean,interBoardSize,""true"",onload,drawImage,puzzle,900,HTMLCanvasElement,getContext,base,getActualImageAspectRatio";16,0;355,0;&&,(),!==,new,{},const,this,.,/,else,function=>,:,if,class,=,return;126,0;153,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm1\draw-borders.service.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm1\draw-borders.service.spec.ts;4,0;33,333;0,044;4,0;533,75;32,0;29,653;18,0;133,438;12,0;16,0;"TestBed,""should be created"",beforeEach,expect,configureTestingModule,service,toBeTruthy,""DrawBordersService"",describe,it,DrawBordersService,inject";6,0;16,0;(),{},function=>,let,=,.;13,0;12,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm1\draw-borders.service.ts;1
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm1\draw-borders.service.ts;37,0;16,818;3,108;81,397;758936,711;1238,0;42163,151;185,0;9323,85;151,0;723,0;"puzzleAlgorithmType,imageData,resultCanvasHeight,numberVertices,yBuffer,Image,Math,degrees,""changePuzzleOrdering"",scans,fillInside,90,""base"",context,drawPolygonFromScans,id,height,canvas,temporaryVector,""zoomValue"",rightOffset,drawBordersAndInsertToBoard,""showPositionOnBoard"",ceil,""OR"",360,""multiplePuzzleSelect"",0,1,2,3,4,left,fabric,newCanvas,""zoom"",Map,20,redrawInnerCircles,maxY,document,maxX,save,scan,context2,rotateAngle,undefined,drawBordersAndSave,bufferedWidth,boardCanvasHeight,255,createConnections,rotateImageAsImageData,min,top,processId,""preview"",positionLeftOnImage,get,DrawBordersService,newCanvas2,set,max,gradient,isValid,i,scaleToHeight,xBufferEnd,right,vector1,degreesToRadians,vector2,Puzzle,polygon,randomAngle,minY,minX,""toFront"",""returnItem"",prepareImage,width,x,positionTopOnImage,y,positionIndex,rotate,bringToFront,xBufferStart,data,toDataURL,""toBack"",drawAdjacentPointService,translate,""imageGallery"",points,""AND"",dx,dy,""imageLoader"",randomNumber,has,radius,boardCanvasWidth,imageCanvasWidth,""2d"",add,removeScalingOptions,polygonScan,bottom,constructor,createElement,""rotate"",""puzzleNavigation"",putCreatedImage,""moveableOnPuzzleBoard"",""reset"",null,""mainPage"",""puzzleDrawer"",true,""['JIGSAW', 'JIGSAW2']"",""randomAngleRotation"",""mainNavigation"",img,disableControlsService,fillOutside,resultCanvasWidth,putImageData,puzzleImageSrc,setBoundary,createHTMLCanvas,""canvas"",""zoomCoordinates"",leftOffset,scaleToWidth,""boarderPicture"",restore,ScanLineService,length,180,RandomUtilsService,imageCanvasHeight,""true"",drawImage,endY,fromURL,PI,startY,HTMLCanvasElement,getContext,base";34,0;515,0;&&,(),!==,<=,const,:?,for,while,else,continue,let,if,class,===,new,{},[],%,- (prefix),this,*,+,-,.,/,+=,function=>,! (prefix),:,++ (postfix),<,=,return,>;210,0;220,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm1\puzzle-generator-quadro.service.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm1\puzzle-generator-quadro.service.spec.ts;4,0;33,333;0,044;4,0;533,75;32,0;29,653;18,0;133,438;12,0;16,0;"TestBed,""should be created"",beforeEach,expect,configureTestingModule,service,PuzzleGeneratorQuadroService,toBeTruthy,""PuzzleGeneratorQuadroService"",describe,it,inject";6,0;16,0;(),{},function=>,let,=,.;13,0;12,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm1\puzzle-generator-quadro.service.ts;1
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm1\puzzle-generator-quadro.service.ts;44,0;18,182;3,259;66,408;649261,24;1305,0;36070,069;180,0;9776,868;152,0;721,0;"puzzleAlgorithmType,leftConnection,polygons,imageData,newHeight,none,Math,divideToPuzzleWithInsertionToBoard,createPointMap,""changePuzzleOrdering"",""base"",context,topConnection,addPuzzles,height,strokeStyle,targetCanvas,""zoomValue"",drawBordersAndInsertToBoard,""showPositionOnBoard"",""OR"",push,""multiplePuzzleSelect"",0,1,2,3,5,drawBordersService,Object,""zoom"",processPolygonAndGetData,20,numberColumns,25,log,maxY,maxX,sourceContext,lineWidth,undefined,photoCanvasHeight,drawBordersAndSave,boardCanvasHeight,min,processId,""preview"",positionLeftOnImage,rightBottomPoint,numberRows,pointMap,max,beginPath,photoCanvasWidth,shuffleArray,Connection,i,j,store,maxPointRangeRow,Puzzle,polygon,randomAngle,minY,minX,""toFront"",""returnItem"",PuzzleGeneratorQuadroService,width,x,y,positionTopOnImage,toString,moveTo,leftTopPoint,dispatch,thickness,""toBack"",""imageGallery"",points,""AND"",leftBottomPoint,""imageLoader"",divideToPuzzle,randomNumber,sourceCanvas,maxSquareSizeHeight,radius,Polygon,boardCanvasWidth,""2d"",connections,createPolygonsFromPointMap,""#cfc"",randomColumn,""Error: context is null or one of canvases not exists"",puzzles,newWidth,constructor,fillProbability,fill,""rotate"",""puzzleNavigation"",""moveableOnPuzzleBoard"",""reset"",null,innerCircles,""mainPage"",insertPuzzlesToStore,""puzzleDrawer"",true,x1,""['JIGSAW', 'JIGSAW2']"",""randomAngleRotation"",maxPointRangeColumn,x2,randomRow,bottomConnection,""mainNavigation"",65,initialValueColumn,lineTo,point,drawScheme,random,""zoomCoordinates"",y1,y2,maxSquareSizeWidth,floor,""boarderPicture"",rightConnection,75,console,getImageData,forEach,length,shufflePuzzlesService,RandomUtilsService,drawLine,Point,stroke,""true"",hole,processPolygon,rightTopPoint,puzzle,0.5,""Error: error occured during creation of puzzle!"",getContext,base,assign";28,0;584,0;&&,(),!==,const,for,else,continue,let,if,class,===,{},[],- (prefix),this,*,+,,,-,.,/,function=>,:,++ (postfix),<,=,return,>;241,0;242,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm2\draw-borders2.service.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm2\draw-borders2.service.spec.ts;4,0;33,333;0,044;4,0;533,75;32,0;29,653;18,0;133,438;12,0;16,0;"TestBed,""should be created"",""DrawBordersService2"",beforeEach,expect,configureTestingModule,service,toBeTruthy,DrawBordersService2,describe,it,inject";6,0;16,0;(),{},function=>,let,=,.;13,0;12,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm2\draw-borders2.service.ts;1
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm2\draw-borders2.service.ts;37,0;16,972;3,045;79,709;728183,238;1213,0;40454,624;185,0;9135,566;151,0;708,0;"puzzleAlgorithmType,imageData,resultCanvasHeight,numberVertices,yBuffer,Image,Math,degrees,""changePuzzleOrdering"",scans,fillInside,90,""base"",context,drawPolygonFromScans,id,height,canvas,temporaryVector,""zoomValue"",rightOffset,drawBordersAndInsertToBoard,""showPositionOnBoard"",ceil,""OR"",360,""multiplePuzzleSelect"",0,1,2,3,4,left,fabric,newCanvas,""zoom"",Map,20,redrawInnerCircles,maxY,document,maxX,save,scan,context2,rotateAngle,undefined,bufferedWidth,boardCanvasHeight,255,createConnections,rotateImageAsImageData,min,top,processId,""preview"",positionLeftOnImage,get,""['ANTI-JIGSAW']"",newCanvas2,set,max,gradient,isValid,i,scaleToHeight,xBufferEnd,right,vector1,degreesToRadians,vector2,Puzzle,polygon,randomAngle,minY,minX,""toFront"",""returnItem"",prepareImage,width,x,positionTopOnImage,y,positionIndex,rotate,bringToFront,xBufferStart,data,toDataURL,""toBack"",drawAdjacentPointService,translate,""imageGallery"",points,""AND"",dx,drawBordersAndSave2,dy,""imageLoader"",randomNumber,DrawBordersService2,has,radius,boardCanvasWidth,imageCanvasWidth,""2d"",add,removeScalingOptions,polygonScan,bottom,constructor,createElement,""rotate"",""puzzleNavigation"",putCreatedImage,""moveableOnPuzzleBoard"",""reset"",null,""mainPage"",""puzzleDrawer"",true,""randomAngleRotation"",""mainNavigation"",img,disableControlsService,fillOutside,resultCanvasWidth,putImageData,puzzleImageSrc,setBoundary,createHTMLCanvas,""canvas"",""zoomCoordinates"",leftOffset,scaleToWidth,""boarderPicture"",restore,ScanLineService,length,180,RandomUtilsService,imageCanvasHeight,""true"",drawImage,endY,fromURL,PI,startY,HTMLCanvasElement,getContext,base";34,0;505,0;&&,(),!==,<=,const,:?,for,while,else,continue,let,if,class,===,new,{},[],%,- (prefix),this,*,+,-,.,/,+=,function=>,! (prefix),:,++ (postfix),<,=,return,>;209,0;218,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm2\puzzle-generator-quadro2.service.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm2\puzzle-generator-quadro2.service.spec.ts;4,0;33,333;0,044;4,0;533,75;32,0;29,653;18,0;133,438;12,0;16,0;"TestBed,""should be created"",beforeEach,expect,configureTestingModule,service,toBeTruthy,""PuzzleGeneratorQuadroService2"",PuzzleGeneratorQuadroService2,describe,it,inject";6,0;16,0;(),{},function=>,let,=,.;13,0;12,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm2\puzzle-generator-quadro2.service.ts;1
