Associated with;Cycl. Number;Cycl. Density;Halstead Bugs;Halstead Difficulty;Halstead Effort;Halstead Length;Halstead Time;Halstead Vocabulary;Halstead Volume;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;LOC Physical;LOC Logical;Associated with;Overall file decorastors 2
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\puzzle-builder\pages\puzzle-builder-component\puzzle-builder.component.spec.ts;5,0;25,0;0,086;6,222;1608,595;55,0;89,366;26,0;258,524;18,0;28,0;"TestBed,beforeEach,detectChanges,toBeTruthy,PuzzleBuilderComponent,it,""should create"",declarations,""PuzzleBuilderComponent"",fixture,expect,component,configureTestingModule,ComponentFixture,componentInstance,describe,createComponent,compileComponents";8,0;27,0;(),{},[],function=>,let,:,=,.;21,0;20,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\puzzle-builder-component\puzzle-builder.component.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\puzzle-builder\pages\puzzle-builder-component\puzzle-builder.component.ts;9,0;26,471;0,23;5,6;3857,106;124,0;214,284;47,0;688,769;40,0;64,0;"['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2'],""puzzleAlgorithmType"",""layerOR4"",""toBack"",""imageGallery"",""changePuzzleOrdering"",""layerOR7"",""zoomCoordinates"",""layerAND2"",""imageLoader"",""preview"",""layerOR5"",""layerAND4"",""layerAND6"",""boarderPicture"",""zoomValue"",constructor,""showPositionOnBoard"",PuzzleBuilderComponent,layerAND3,layerAND2,""rotate"",""puzzleNavigation"",""true"",""multiplePuzzleSelect"",layerAND4,layerAND6,""moveableOnPuzzleBoard"",""reset"",""mainPage"",""returnItem"",""toFront"",""puzzleDrawer"",""layerAND3"",layerOR7,layerOR4,""randomAngleRotation"",layerOR5,""zoom"",""mainNavigation""";7,0;60,0;&&,||,{},:,if,class,.;8,0;34,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\puzzle-builder-component\puzzle-builder.component.ts;1
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\puzzle-builder\pages\puzzle-chooser\puzzle-chooser.component.spec.ts;5,0;25,0;0,086;6,222;1608,595;55,0;89,366;26,0;258,524;18,0;28,0;"TestBed,beforeEach,detectChanges,toBeTruthy,it,""should create"",declarations,fixture,expect,component,configureTestingModule,ComponentFixture,componentInstance,describe,createComponent,""PuzzleChooserComponent"",PuzzleChooserComponent,compileComponents";8,0;27,0;(),{},[],function=>,let,:,=,.;21,0;20,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\puzzle-chooser\puzzle-chooser.component.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\puzzle-builder\pages\puzzle-chooser\puzzle-chooser.component.ts;12,0;27,273;0,34;8,158;8328,5;166,0;462,694;71,0;1020,858;60,0;89,0;"['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2'],""puzzleAlgorithmType"",select,""layerOR4"",""deg)"",""toBack"",""imageGallery"",""changePuzzleOrdering"",""imageLoader"",""layerOR5"",""layerAND4"",pipe,addToBoard,PuzzleChooserComponent,getPuzzles,""zoomValue"",shuffled,constructor,""showPositionOnBoard"",""rotate"",""puzzleNavigation"",""multiplePuzzleSelect"",selectAll,""moveableOnPuzzleBoard"",""reset"",""mainPage"",""puzzleDrawer"",true,puzzleManager,layerOR7,layerOR4,""randomAngleRotation"",layerOR5,""zoom"",puzzleState,""mainNavigation"",puzzleListForSelect,getCSSRotateString,addPuzzleToBoard,""layerOR7"",""zoomCoordinates"",""layerAND2"",""preview"",angle,""layerAND6"",""boarderPicture"",store,layerAND3,layerAND2,Observable,""true"",layerAND4,layerAND6,Puzzle,""returnItem"",""toFront"",puzzle,""layerAND3"",toString,""transform: rotate(""";11,0;77,0;&&,||,(),{},this,:,+,if,class,.,return;25,0;44,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\puzzle-chooser\puzzle-chooser.component.ts;1
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\puzzle-builder\pages\template-preview\template-preview.component.spec.ts;5,0;25,0;0,086;6,222;1608,595;55,0;89,366;26,0;258,524;18,0;28,0;"TestBed,beforeEach,detectChanges,toBeTruthy,it,""should create"",declarations,fixture,expect,component,configureTestingModule,ComponentFixture,componentInstance,describe,createComponent,compileComponents,""TemplatePreviewComponent"",TemplatePreviewComponent";8,0;27,0;(),{},[],function=>,let,:,=,.;21,0;20,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\template-preview\template-preview.component.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\puzzle-builder\pages\template-preview\template-preview.component.ts;11,0;26,829;0,296;10,214;9061,861;149,0;503,437;62,0;887,175;49,0;77,0;"['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2'],""puzzleAlgorithmType"",""layerOR4"",""toBack"",""imageGallery"",""changePuzzleOrdering"",""imageLoader"",""layerOR5"",""layerAND4"",TemplatePreviewComponent,""zoomValue"",constructor,""showPositionOnBoard"",""assets/test1.jpg"",""rotate"",""puzzleNavigation"",""multiplePuzzleSelect"",""moveableOnPuzzleBoard"",""reset"",""mainPage"",""puzzleDrawer"",layerOR7,layerOR4,""randomAngleRotation"",layerOR5,""zoom"",templatePreviewImage,""mainNavigation"",puzzleManagerService,log,undefined,""layerOR7"",""zoomCoordinates"",""layerAND2"",""preview"",""layerAND6"",""boarderPicture"",console,SafeResourceUrl,layerAND3,layerAND2,""true"",layerAND4,layerAND6,""returnItem"",""toFront"",""layerAND3"",getTemplatePreviewImage,""Error: no template preview image for puzzles!""";13,0;72,0;&&,||,(),!==,{},const,this,.,:,if,class,=,return;20,0;41,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\template-preview\template-preview.component.ts;1
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\puzzle-builder\pages\zoom-management\set-zoom\set-zoom.component.spec.ts;5,0;25,0;0,086;6,222;1608,595;55,0;89,366;26,0;258,524;18,0;28,0;"TestBed,beforeEach,detectChanges,toBeTruthy,SetZoomComponent,it,""should create"",declarations,fixture,expect,component,configureTestingModule,ComponentFixture,componentInstance,""SetZoomComponent"",describe,createComponent,compileComponents";8,0;27,0;(),{},[],function=>,let,:,=,.;21,0;20,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\zoom-management\set-zoom\set-zoom.component.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\puzzle-builder\pages\zoom-management\set-zoom\set-zoom.component.ts;10,0;27,027;0,276;7,872;6520,426;142,0;362,246;57,0;828,27;47,0;74,0;"['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2'],""puzzleAlgorithmType"",""layerOR4"",""toBack"",setZoomFromDefaultToPoint,""imageGallery"",""changePuzzleOrdering"",""layerOR7"",""zoomCoordinates"",EventEmitter,""layerAND2"",""imageLoader"",""preview"",""layerOR5"",Output,""layerAND4"",""layerAND6"",""boarderPicture"",zoomValue,""zoomValue"",constructor,""showPositionOnBoard"",SetZoomComponent,layerAND3,layerAND2,""rotate"",""puzzleNavigation"",""true"",""multiplePuzzleSelect"",layerAND4,layerAND6,1,""moveableOnPuzzleBoard"",""reset"",""mainPage"",""returnItem"",""toFront"",zoomEmitter,""puzzleDrawer"",""layerAND3"",layerOR7,layerOR4,""randomAngleRotation"",layerOR5,emit,""zoom"",""mainNavigation""";10,0;68,0;&&,||,(),new,{},this,:,if,class,.;16,0;37,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\zoom-management\set-zoom\set-zoom.component.ts;1
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\puzzle-builder\pages\zoom-management\set-zoom-position\set-zoom-position.component.spec.ts;5,0;25,0;0,086;6,222;1608,595;55,0;89,366;26,0;258,524;18,0;28,0;"TestBed,beforeEach,detectChanges,toBeTruthy,it,""should create"",declarations,fixture,expect,component,SetZoomPositionComponent,configureTestingModule,ComponentFixture,componentInstance,describe,createComponent,""SetZoomPositionComponent"",compileComponents";8,0;27,0;(),{},[],function=>,let,:,=,.;21,0;20,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\zoom-management\set-zoom-position\set-zoom-position.component.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\puzzle-builder\pages\zoom-management\set-zoom-position\set-zoom-position.component.ts;10,0;23,81;0,342;9,818;10065,296;169,0;559,183;67,0;1025,169;55,0;90,0;"initForComponent,""['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2']"",centerY,""puzzleAlgorithmType"",zoomManagerService,centerX,""layerOR4"",setCenterXAndY,""toBack"",""imageGallery"",""changePuzzleOrdering"",""imageLoader"",""layerOR5"",""layerAND4"",centerXEmitter,centerYEmitter,""zoomValue"",constructor,""showPositionOnBoard"",getZoomManagerService,""rotate"",""puzzleNavigation"",""multiplePuzzleSelect"",""moveableOnPuzzleBoard"",""reset"",""mainPage"",""puzzleDrawer"",layerOR7,layerOR4,""randomAngleRotation"",layerOR5,""zoom"",""mainNavigation"",puzzleManagerService,25,ZoomManagementInterface,""zoomCoordinates"",""layerOR7"",EventEmitter,""layerAND2"",""preview"",Output,""layerAND6"",""boarderPicture"",layerAND3,layerAND2,""true"",layerAND4,layerAND6,SetZoomPositionComponent,""returnItem"",""toFront"",x,""layerAND3"",y";12,0;79,0;&&,||,(),new,{},const,this,:,if,class,=,.;25,0;42,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\zoom-management\set-zoom-position\set-zoom-position.component.ts;1
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\puzzle-builder\pages\zoom-management\zoom-management.component.spec.ts;5,0;25,0;0,086;6,222;1608,595;55,0;89,366;26,0;258,524;18,0;28,0;"TestBed,beforeEach,detectChanges,ZoomManagementComponent,""ZoomManagementComponent"",toBeTruthy,it,""should create"",declarations,fixture,expect,component,configureTestingModule,ComponentFixture,componentInstance,describe,createComponent,compileComponents";8,0;27,0;(),{},[],function=>,let,:,=,.;21,0;20,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\zoom-management\zoom-management.component.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\puzzle-builder\pages\zoom-management\zoom-management.component.ts;85,0;24,079;3,388;52,615;534813,774;1408,0;29711,876;149,0;10164,589;130,0;720,0;"centerY,""['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2']"",""puzzleAlgorithmType"",setCenterX,centerX,setZoom,setCenterY,componentFactoryService,""layerOR4"",applyZoomIn,AfterViewInit,zoomManagementComp,applyZoomReset,""changePuzzleOrdering"",children,""layerOR5"",centerXEmitter,centerYEmitter,addZoomCoordinates,item,""zoomValue"",""showPositionOnBoard"",getZoomManagerService,""multiplePuzzleSelect"",0,1,""zoom-content"",125,""layerOR6"",""zoom"",nativeElement,25,getComponentElement,zoomCoordinatesRef,log,document,ZoomManagementInterface,undefined,""zoom-management-part"",result,zoomHTML,""layerOR7"",""preview"",ZoomManagerService,""layerAND6"",createComponent,applyZoomOut,classList,""Zoom coordinates instantiation failed. Zoom HTML is null."",resetZoom,componentRef,domLocation,zoomToPoint,SetZoomPositionComponent,""layerOR8"",toggleZoom,""returnItem"",""toFront"",zoomEmitter,x,self,addZoomValue,y,getElementsByClassName,""layerAND7"",initForComponent,instance,zoomManagerService,setCenterXAndY,""toBack"",""imageGallery"",insertBefore,instantiateZoomCoordinatesComponentAndEvents,newA,puzzleBoard,""imageLoader"",positionAfterHeading,""layerAND4"",checked,from,add,zoomValue,setZoomValue,ZoomManagementComponent,getPuzzleBoard,constructor,SetZoomComponent,""rotate"",""puzzleNavigation"",""moveableOnPuzzleBoard"",""reset"",null,""mainPage"",instantiateZoomValueComponentAndEvents,""puzzleDrawer"",layerOR6,layerOR7,layerOR4,""randomAngleRotation"",layerOR5,""layerAND5"",layerOR8,""mainNavigation"",puzzleManagerService,$event,Element,setZoomFromDefaultToPoint,remove,zoomValueRef,""zoomCoordinates"",""layerAND2"",ngAfterViewInit,zoomToPointWithZoom,zoomContents,""boarderPicture"",console,subscribe,forEach,layerAND3,""hide-zoom-content"",layerAND2,layerAND5,""true"",layerAND4,layerAND7,Array,layerAND6,zoomContentDiv,""layerAND3"",location";19,0;688,0;&&,||,(),!==,{},const,- (prefix),var,this,.,+ (prefix),else,function,function=>,:,class,if,=,return;130,0;353,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\pages\zoom-management\zoom-management.component.ts;11
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\puzzle-builder\puzzle-builder-routing.module.ts;9,0;22,5;0,286;8,594;7380,879;146,0;410,049;59,0;858,866;48,0;75,0;"['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2'],""puzzleAlgorithmType"",componentPathInModule,""layerOR4"",""toBack"",PuzzleBuilderRoutingModule,""imageGallery"",routes,""component"",""changePuzzleOrdering"",""layerOR7"",""zoomCoordinates"",""layerAND2"",""imageLoader"",""preview"",""layerOR5"",""layerAND4"",model,""layerAND6"",map,""boarderPicture"",Route,RoutingModelDataAll,""zoomValue"",""path"",componentRef,""showPositionOnBoard"",layerAND3,layerAND2,""rotate"",""puzzleNavigation"",""true"",""multiplePuzzleSelect"",layerAND4,layerAND6,""moveableOnPuzzleBoard"",""reset"",""mainPage"",""returnItem"",""toFront"",""puzzleDrawer"",""layerAND3"",layerOR7,layerOR4,""randomAngleRotation"",layerOR5,""zoom"",""mainNavigation""";11,0;71,0;&&,||,(),{},const,function=>,:,=,if,class,.;47,0;40,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\puzzle-builder-routing.module.ts;1
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\puzzle-builder\puzzle-builder.module.ts;120,0;21,39;4,388;90,623;1192996,918;2107,0;66277,607;76,0;13164,383;65,0;1071,0;"['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2'],""puzzleAlgorithmType"",""layerOR4"",""toBack"",declGalleryComponent,""imageGallery"",ZoomManagementBottomSheetComponent,""changePuzzleOrdering"",declSetZoomComponent,""imageLoader"",""layerOR5"",""layerAND4"",ZoomManagementComponent,declZoomBlockComponent,""zoomValue"",declZoomMenuComponent,declZoomManagementBottomSheetComponent,""showPositionOnBoard"",""false"",SetZoomComponent,""rotate"",""puzzleNavigation"",""multiplePuzzleSelect"",declGalleryBottomSheetComponent,declSetZoomPositionComponent,""moveableOnPuzzleBoard"",""reset"",""mainPage"",""layerOR6"",""puzzleDrawer"",layerOR6,layerOR7,layerOR4,""randomAngleRotation"",layerOR5,""layerAND5"",""zoom"",layerOR8,""mainNavigation"",""layerOR7"",""zoomCoordinates"",""layerAND2"",""preview"",PuzzleBuilderModule,""layerAND6"",""boarderPicture"",GalleryBottomSheetComponent,PuzzleBoardComponent,layerAND3,layerAND2,layerAND5,""true"",layerAND4,layerAND7,layerAND6,SetZoomPositionComponent,""layerOR8"",ZoomMenuComponent,""returnItem"",""toFront"",""layerAND3"",""layerAND7"",declZoomManagementComponent,GalleryComponent,ZoomBlockComponent";11,0;1036,0;&&,||,{},const,else,:,let,if,=,class,.;100,0;561,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\puzzle-builder\puzzle-builder.module.ts;17
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\a.ts;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;1,0;0,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\dynamicInstantiation\component-factory.service.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\dynamicInstantiation\component-factory.service.spec.ts;4,0;33,333;0,044;4,0;533,75;32,0;29,653;18,0;133,438;12,0;16,0;"TestBed,""should be created"",beforeEach,expect,""ComponentFactoryService"",configureTestingModule,ComponentFactoryService,service,toBeTruthy,describe,it,inject";6,0;16,0;(),{},function=>,let,=,.;13,0;12,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\dynamicInstantiation\component-factory.service.ts;1
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\dynamicInstantiation\component-factory.service.ts;13,0;26,0;0,452;14,523;19703,864;214,0;1094,659;81,0;1356,728;65,0;118,0;"['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2'],""puzzleAlgorithmType"",""layerOR4"",""toBack"",body,""imageGallery"",""changePuzzleOrdering"",ComponentPortal,defaultInjector,positioningFunction,""imageLoader"",""layerOR5"",""layerAND4"",element,HTMLElement,""zoomValue"",constructor,""showPositionOnBoard"",""rotate"",""puzzleNavigation"",""multiplePuzzleSelect"",""moveableOnPuzzleBoard"",""reset"",""mainPage"",""puzzleDrawer"",layerOR7,layerOR4,""randomAngleRotation"",layerOR5,""zoom"",""mainNavigation"",nativeElement,logicalLocation,document,undefined,T,""layerOR7"",""zoomCoordinates"",""layerAND2"",""preview"",appRef,""layerAND6"",createComponent,attach,injector,""boarderPicture"",componentType,componentPortal,ComponentFactoryService,componentRef,layerAND3,domLocation,layerAND2,ViewContainerRef,cfr,""true"",layerAND4,bodyPortalHost,layerAND6,DomPortalHost,""returnItem"",""toFront"",""layerAND3"",location,ComponentRef";16,0;96,0;&&,||,new,(),{},this,.,instanceof,else,function=>,:,let,if,class,=,return;65,0;50,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\game-configuration.service.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\game-configuration.service.spec.ts;4,0;33,333;0,044;4,0;533,75;32,0;29,653;18,0;133,438;12,0;16,0;"TestBed,""should be created"",beforeEach,expect,""GameConfigurationService"",configureTestingModule,service,GameConfigurationService,toBeTruthy,describe,it,inject";6,0;16,0;(),{},function=>,let,=,.;13,0;12,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\game-configuration.service.ts;10
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\game-configuration.service.ts;42,0;23,333;1,445;44,873;194487,973;698,0;10804,887;74,0;4334,198;59,0;353,0;"['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2'],""puzzleAlgorithmType"",puzzleQuatro2,""layerOR4"",""toBack"",""imageGallery"",""changePuzzleOrdering"",""imageLoader"",""layerOR5"",""layerAND4"",""zoomValue"",constructor,""showPositionOnBoard"",""rotate"",""puzzleNavigation"",push,""multiplePuzzleSelect"",""moveableOnPuzzleBoard"",""reset"",puzzleQuatro,null,""jigsaw"",""mainPage"",""instance"",""puzzleDrawer"",drawBordersService,layerOR7,""['JIGSAW', 'JIGSAW2']"",layerOR4,""randomAngleRotation"",layerOR5,getAlgorithms,""zoom"",""mainNavigation"",algorithms,applyToMe,""layerOR7"",""zoomCoordinates"",""name"",""layerAND2"",""preview"",""layerAND6"",""boarderPicture"",availableAlgorithms,shufflePuzzlesService,store,layerAND3,AlgorithmMap,setAlgorithms,layerAND2,""true"",layerAND4,layerAND6,""jigsaw2"",""returnItem"",""toFront"",GameConfigurationService,PuzzleGeneratorQuadroService,""layerAND3""";15,0;345,0;&&,||,new,(),{},[],this,.,:,let,!=,if,class,=,return;40,0;180,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\oldServices\old-puzzle.service.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\oldServices\old-puzzle.service.spec.ts;4,0;33,333;0,044;4,0;533,75;32,0;29,653;18,0;133,438;12,0;16,0;"TestBed,""should be created"",beforeEach,expect,configureTestingModule,service,toBeTruthy,OldPuzzleService,describe,it,""OldPuzzleService"",inject";6,0;16,0;(),{},function=>,let,=,.;13,0;12,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\oldServices\old-puzzle.service.ts;1
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\oldServices\old-puzzle.service.ts;20,0;24,096;0,902;21,397;57919,987;404,0;3217,777;104,0;2706,978;87,0;219,0;"['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2'],""puzzleAlgorithmType"",imageData,""layerOR4"",""toBack"",Image,renderAll,""imageGallery"",points,scaleX,scaleY,""changePuzzleOrdering"",""imageLoader"",""layerOR5"",fabricCanvas,""layerAND4"",context,756,connections,""2d"",height,add,canvas,""zoomValue"",drawBordersAndInsertToBoard,constructor,""showPositionOnBoard"",fill,""rotate"",""puzzleNavigation"",""multiplePuzzleSelect"",560,0,2,200,""moveableOnPuzzleBoard"",""reset"",400,innerCircles,null,""mainPage"",fabric,""puzzleDrawer"",drawBordersService,layerOR7,layerOR4,""randomAngleRotation"",layerOR5,processImage,""zoom"",20,""mainNavigation"",img,log,""/assets/test1.jpg"",undefined,""layerOR7"",""zoomCoordinates"",""layerAND2"",""preview"",OldPuzzleService,""layerAND6"",""boarderPicture"",getImageData,console,Connection,layerAND3,layerAND2,""true"",layerAND4,hole,""Error: undefined canvas"",layerAND6,100,polygon,processImageHTMLCanvas,500,""returnItem"",""toFront"",fromURL,width,x,""layerAND3"",y,900,createNativeFabricImage,getContext";17,0;185,0;&&,||,(),!==,{},[],const,this,*,,,.,else,function=>,:,if,class,=;71,0;83,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleControllers\bring-to-back.service.spec.ts;0
FILE: E:\aspects\cyclomaticComplexityAnalysisStudy\ProductLineHierarchic\src\app\services\puzzleControllers\bring-to-back.service.spec.ts;4,0;33,333;0,044;4,0;533,75;32,0;29,653;18,0;133,438;12,0;16,0;"TestBed,""should be created"",""BringToBackService"",beforeEach,expect,configureTestingModule,service,toBeTruthy,BringToBackService,describe,it,inject";6,0;16,0;(),{},function=>,let,=,.;13,0;12,0;FILE: E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleControllers\bring-to-back.service.ts;1
